"module","method","path","auth","class","handler","file","line","requestBodyType","responseType","statusHint"
"09-notifications-communications","PATCH","/v1/admin/communications/notifications/{itemId}","Admin Bearer token (ROLE_ADMIN)","AdminCommunicationsController","updateNotificationItem","C:\Users\M16-PC\Projects\Sakany\src\main\java\com\theMs\sakany\notifications\internal\api\controllers\AdminCommunicationsController.java","70","AdminUpdateNotificationRequest","Void","204 No Content"
"09-notifications-communications","POST","/v1/device-tokens","Bearer token (authenticated user)","DeviceTokenController","registerDeviceToken","C:\Users\M16-PC\Projects\Sakany\src\main\java\com\theMs\sakany\notifications\internal\api\controllers\DeviceTokenController.java","34","RegisterDeviceTokenRequest","UUID","201 Created"
"09-notifications-communications","DELETE","/v1/device-tokens/{id}","Bearer token (authenticated user)","DeviceTokenController","deactivateDeviceToken","C:\Users\M16-PC\Projects\Sakany\src\main\java\com\theMs\sakany\notifications\internal\api\controllers\DeviceTokenController.java","42",,"Void","204 No Content"
"09-notifications-communications","GET","/v1/notifications","Bearer token (authenticated user)","NotificationController","listNotifications","C:\Users\M16-PC\Projects\Sakany\src\main\java\com\theMs\sakany\notifications\internal\api\controllers\NotificationController.java","50",,"List<NotificationResponse>","200 OK"
"09-notifications-communications","PATCH","/v1/notifications/{id}/read","Bearer token (authenticated user)","NotificationController","markAsRead","C:\Users\M16-PC\Projects\Sakany\src\main\java\com\theMs\sakany\notifications\internal\api\controllers\NotificationController.java","62",,"Void","204 No Content"
"09-notifications-communications","PATCH","/v1/notifications/read-all","Bearer token (authenticated user)","NotificationController","markAllAsRead","C:\Users\M16-PC\Projects\Sakany\src\main\java\com\theMs\sakany\notifications\internal\api\controllers\NotificationController.java","68",,"Void","204 No Content"
"09-notifications-communications","POST","/v1/notifications/send","Bearer token (authenticated user)","NotificationController","sendNotification","C:\Users\M16-PC\Projects\Sakany\src\main\java\com\theMs\sakany\notifications\internal\api\controllers\NotificationController.java","74","SendNotificationRequest","UUID","201 Created"
"10-admin-missing-found","GET","/v1/admin/missing-found/categories","Admin Bearer token (ROLE_ADMIN)","AdminMissingFoundController","getCategoryOptions","C:\Users\M16-PC\Projects\Sakany\src\main\java\com\theMs\sakany\community\internal\api\controllers\AdminMissingFoundController.java","176",,"List<String>","200 OK"
"10-admin-missing-found","GET","/v1/admin/missing-found/reports","Admin Bearer token (ROLE_ADMIN)","AdminMissingFoundController","getReports","C:\Users\M16-PC\Projects\Sakany\src\main\java\com\theMs\sakany\community\internal\api\controllers\AdminMissingFoundController.java","57",,"AdminMissingFoundService.MissingFoundReportsPage","200 OK"
"10-admin-missing-found","POST","/v1/admin/missing-found/reports","Admin Bearer token (ROLE_ADMIN)","AdminMissingFoundController","createReport","C:\Users\M16-PC\Projects\Sakany\src\main\java\com\theMs\sakany\community\internal\api\controllers\AdminMissingFoundController.java","101","AdminMissingFoundCreateRequest","UUID","201 Created"
"10-admin-missing-found","DELETE","/v1/admin/missing-found/reports/{reportId}","Admin Bearer token (ROLE_ADMIN)","AdminMissingFoundController","deleteReport","C:\Users\M16-PC\Projects\Sakany\src\main\java\com\theMs\sakany\community\internal\api\controllers\AdminMissingFoundController.java","160",,"Void","204 No Content"
"10-admin-missing-found","GET","/v1/admin/missing-found/reports/{reportId}","Admin Bearer token (ROLE_ADMIN)","AdminMissingFoundController","getReport","C:\Users\M16-PC\Projects\Sakany\src\main\java\com\theMs\sakany\community\internal\api\controllers\AdminMissingFoundController.java","91",,"AdminMissingFoundService.MissingFoundReportDetails","200 OK"
"10-admin-missing-found","PATCH","/v1/admin/missing-found/reports/{reportId}","Admin Bearer token (ROLE_ADMIN)","AdminMissingFoundController","updateReport","C:\Users\M16-PC\Projects\Sakany\src\main\java\com\theMs\sakany\community\internal\api\controllers\AdminMissingFoundController.java","118","AdminMissingFoundUpdateRequest","Void","204 No Content"
"10-admin-missing-found","GET","/v1/admin/missing-found/reports/{reportId}/details","Admin Bearer token (ROLE_ADMIN)","AdminMissingFoundController","getReportDetails","C:\Users\M16-PC\Projects\Sakany\src\main\java\com\theMs\sakany\community\internal\api\controllers\AdminMissingFoundController.java","96",,"AdminMissingFoundService.MissingFoundReportDetails","200 OK"
"10-admin-missing-found","PATCH","/v1/admin/missing-found/reports/{reportId}/mark-matched","Admin Bearer token (ROLE_ADMIN)","AdminMissingFoundController","markMatched","C:\Users\M16-PC\Projects\Sakany\src\main\java\com\theMs\sakany\community\internal\api\controllers\AdminMissingFoundController.java","136",,"Void","204 No Content"
"10-admin-missing-found","PATCH","/v1/admin/missing-found/reports/{reportId}/mark-resolved","Admin Bearer token (ROLE_ADMIN)","AdminMissingFoundController","markResolved","C:\Users\M16-PC\Projects\Sakany\src\main\java\com\theMs\sakany\community\internal\api\controllers\AdminMissingFoundController.java","142",,"Void","204 No Content"
"10-admin-missing-found","POST","/v1/admin/missing-found/reports/{reportId}/notify-user","Admin Bearer token (ROLE_ADMIN)","AdminMissingFoundController","notifyUser","C:\Users\M16-PC\Projects\Sakany\src\main\java\com\theMs\sakany\community\internal\api\controllers\AdminMissingFoundController.java","148","AdminMissingFoundNotifyUserRequest","AdminMissingFoundService.NotifyUserResult","200 OK"
"10-admin-missing-found","PATCH","/v1/admin/missing-found/reports/{reportId}/status","Admin Bearer token (ROLE_ADMIN)","AdminMissingFoundController","updateStatus","C:\Users\M16-PC\Projects\Sakany\src\main\java\com\theMs\sakany\community\internal\api\controllers\AdminMissingFoundController.java","127","AdminMissingFoundStatusRequest","Void","204 No Content"
"10-admin-missing-found","GET","/v1/admin/missing-found/residents/options","Admin Bearer token (ROLE_ADMIN)","AdminMissingFoundController","getResidentOptions","C:\Users\M16-PC\Projects\Sakany\src\main\java\com\theMs\sakany\community\internal\api\controllers\AdminMissingFoundController.java","181",,"AdminResidentOptionsPage","200 OK"
"10-admin-missing-found","GET","/v1/admin/missing-found/statuses","Admin Bearer token (ROLE_ADMIN)","AdminMissingFoundController","getStatusOptions","C:\Users\M16-PC\Projects\Sakany\src\main\java\com\theMs\sakany\community\internal\api\controllers\AdminMissingFoundController.java","171",,"List<String>","200 OK"
"10-admin-missing-found","GET","/v1/admin/missing-found/summary","Admin Bearer token (ROLE_ADMIN)","AdminMissingFoundController","getSummary","C:\Users\M16-PC\Projects\Sakany\src\main\java\com\theMs\sakany\community\internal\api\controllers\AdminMissingFoundController.java","76",,"AdminMissingFoundService.MissingFoundSummary","200 OK"
"10-admin-missing-found","GET","/v1/admin/missing-found/types","Admin Bearer token (ROLE_ADMIN)","AdminMissingFoundController","getTypeOptions","C:\Users\M16-PC\Projects\Sakany\src\main\java\com\theMs\sakany\community\internal\api\controllers\AdminMissingFoundController.java","166",,"List<String>","200 OK"
"11-admin-residents","GET","/v1/admin/residents","Admin Bearer token (ROLE_ADMIN)","AdminResidentsController","listResidents","C:\Users\M16-PC\Projects\Sakany\src\main\java\com\theMs\sakany\accounts\internal\api\controllers\AdminResidentsController.java","89",,"AdminResidentDirectoryService.AdminResidentDirectoryPage","200 OK"
"11-admin-residents","POST","/v1/admin/residents","Admin Bearer token (ROLE_ADMIN)","AdminResidentsController","createResident","C:\Users\M16-PC\Projects\Sakany\src\main\java\com\theMs\sakany\accounts\internal\api\controllers\AdminResidentsController.java","166","CreateResidentRequest","UUID","201 Created"
"11-admin-residents","DELETE","/v1/admin/residents/{residentId}","Admin Bearer token (ROLE_ADMIN)","AdminResidentsController","deactivateResident","C:\Users\M16-PC\Projects\Sakany\src\main\java\com\theMs\sakany\accounts\internal\api\controllers\AdminResidentsController.java","316",,"Void","204 No Content"
"11-admin-residents","GET","/v1/admin/residents/{residentId}","Admin Bearer token (ROLE_ADMIN)","AdminResidentsController","getResident","C:\Users\M16-PC\Projects\Sakany\src\main\java\com\theMs\sakany\accounts\internal\api\controllers\AdminResidentsController.java","109",,"AdminResidentDirectoryService.AdminResidentDirectoryItem","200/201 depending on handler logic"
"11-admin-residents","PATCH","/v1/admin/residents/{residentId}","Admin Bearer token (ROLE_ADMIN)","AdminResidentsController","updateResident","C:\Users\M16-PC\Projects\Sakany\src\main\java\com\theMs\sakany\accounts\internal\api\controllers\AdminResidentsController.java","232","UpdateResidentRequest","Void","204 No Content"
"11-admin-residents","PATCH","/v1/admin/residents/{residentId}/approval","Admin Bearer token (ROLE_ADMIN)","AdminResidentsController","updateApprovalStatus","C:\Users\M16-PC\Projects\Sakany\src\main\java\com\theMs\sakany\accounts\internal\api\controllers\AdminResidentsController.java","215","UpdateResidentApprovalRequest","Void","204 No Content"
"11-admin-residents","GET","/v1/admin/residents/{residentId}/card","Admin Bearer token (ROLE_ADMIN)","AdminResidentsController","getResidentCard","C:\Users\M16-PC\Projects\Sakany\src\main\java\com\theMs\sakany\accounts\internal\api\controllers\AdminResidentsController.java","116",,"AdminResidentCardService.ResidentCardResponse","200 OK"
"11-admin-residents","POST","/v1/admin/residents/{residentId}/reset-password","Admin Bearer token (ROLE_ADMIN)","AdminResidentsController","resetResidentPassword","C:\Users\M16-PC\Projects\Sakany\src\main\java\com\theMs\sakany\accounts\internal\api\controllers\AdminResidentsController.java","286","ResetPasswordRequest","ResetPasswordResponse","200 OK"
"11-admin-residents","GET","/v1/admin/residents/buildings","Admin Bearer token (ROLE_ADMIN)","AdminResidentsController","listResidentBuildings","C:\Users\M16-PC\Projects\Sakany\src\main\java\com\theMs\sakany\accounts\internal\api\controllers\AdminResidentsController.java","121",,"List<AdminResidentDirectoryService.AdminResidentBuildingOption>","200 OK"
"11-admin-residents","GET","/v1/admin/residents/units","Admin Bearer token (ROLE_ADMIN)","AdminResidentsController","listResidentUnits","C:\Users\M16-PC\Projects\Sakany\src\main\java\com\theMs\sakany\accounts\internal\api\controllers\AdminResidentsController.java","126",,"List<ResidentUnitOptionResponse>","200 OK"
"12-admin-employees","GET","/v1/admin/employees","Admin Bearer token (ROLE_ADMIN)","AdminEmployeesController","listEmployees","C:\Users\M16-PC\Projects\Sakany\src\main\java\com\theMs\sakany\accounts\internal\api\controllers\AdminEmployeesController.java","35",,"AdminEmployeeDirectoryService.AdminEmployeesDashboardResponse","200 OK"
"12-admin-employees","POST","/v1/admin/employees","Admin Bearer token (ROLE_ADMIN)","AdminEmployeesController","createEmployee","C:\Users\M16-PC\Projects\Sakany\src\main\java\com\theMs\sakany\accounts\internal\api\controllers\AdminEmployeesController.java","67","AdminCreateEmployeeRequest","AdminEmployeeDirectoryService.CreateEmployeeResult","201 Created"
"12-admin-employees","DELETE","/v1/admin/employees/{employeeId}","Admin Bearer token (ROLE_ADMIN)","AdminEmployeesController","deactivateEmployee","C:\Users\M16-PC\Projects\Sakany\src\main\java\com\theMs\sakany\accounts\internal\api\controllers\AdminEmployeesController.java","152",,"Void","204 No Content"
"12-admin-employees","GET","/v1/admin/employees/{employeeId}","Admin Bearer token (ROLE_ADMIN)","AdminEmployeesController","getEmployee","C:\Users\M16-PC\Projects\Sakany\src\main\java\com\theMs\sakany\accounts\internal\api\controllers\AdminEmployeesController.java","52",,"AdminEmployeeDirectoryService.AdminEmployeeItem","200 OK"
"12-admin-employees","PATCH","/v1/admin/employees/{employeeId}","Admin Bearer token (ROLE_ADMIN)","AdminEmployeesController","updateEmployee","C:\Users\M16-PC\Projects\Sakany\src\main\java\com\theMs\sakany\accounts\internal\api\controllers\AdminEmployeesController.java","96","AdminUpdateEmployeeRequest","Void","204 No Content"
"12-admin-employees","POST","/v1/admin/employees/{employeeId}/reset-password","Admin Bearer token (ROLE_ADMIN)","AdminEmployeesController","resetPassword","C:\Users\M16-PC\Projects\Sakany\src\main\java\com\theMs\sakany\accounts\internal\api\controllers\AdminEmployeesController.java","143","AdminResetPasswordRequest","AdminEmployeeDirectoryService.ResetPasswordResult","200 OK"
"12-admin-employees","PATCH","/v1/admin/employees/{employeeId}/status","Admin Bearer token (ROLE_ADMIN)","AdminEmployeesController","updateStatus","C:\Users\M16-PC\Projects\Sakany\src\main\java\com\theMs\sakany\accounts\internal\api\controllers\AdminEmployeesController.java","127","AdminUpdateEmployeeStatusRequest","Void","204 No Content"
"12-admin-employees","GET","/v1/admin/employees/roles","Admin Bearer token (ROLE_ADMIN)","AdminEmployeesController","getRoleOptions","C:\Users\M16-PC\Projects\Sakany\src\main\java\com\theMs\sakany\accounts\internal\api\controllers\AdminEmployeesController.java","57",,"List<String>","200 OK"
"12-admin-employees","GET","/v1/admin/employees/statuses","Admin Bearer token (ROLE_ADMIN)","AdminEmployeesController","getStatusOptions","C:\Users\M16-PC\Projects\Sakany\src\main\java\com\theMs\sakany\accounts\internal\api\controllers\AdminEmployeesController.java","62",,"List<String>","200 OK"
